Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Age,Credit_Score,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Employment_Years,Debt_to_Income,Interest_Rate,Monthly_Payment,Loan_Status
LP000216,,,0,Graduate,No,35,582,3839,0,520,360,0,Urban,Medical,0,0.12,7.36,3586.2,N
LP000217,Male,Yes,1,Graduate,No,31,651,8646,1220,146,360,1,Semiurban,Home Purchase,0,0.24,5.08,790.91,Y
LP000218,Male,Yes,0,Not Graduate,No,28,720,4771,2996,96,360,0,Rural,Vehicle,17,0.19,7.24,654.24,N
LP000219,Female,Yes,1,Not Graduate,No,52,707,8717,0,98,120,1,Urban,Home Improvement,8,0.15,3.94,989.41,Y
LP000220,Female,Yes,3+,Graduate,Yes,38,655,7650,0,,180,,Urban,Home Improvement,8,0.26,5.29,,N
LP000221,Male,Yes,3+,Graduate,No,21,736,4611,0,215,360,1,Rural,Debt Consolidation,7,0.26,7.38,1485.68,Y
LP000222,Male,Yes,,Not Graduate,No,40,685,6935,12878,,360,,Semiurban,Debt Consolidation,17,0.34,3.57,,N
LP000223,Female,Yes,0,Not Graduate,No,48,575,1881,0,241,180,1,Urban,Debt Consolidation,9,0.1,10.44,2655.05,Y
LP000224,Female,Yes,2,Not Graduate,Yes,31,723,2484,6079,203,360,1,Semiurban,Home Purchase,9,0.1,6.19,1242.0,Y
LP000225,Male,Yes,0,Graduate,No,36,749,9837,2128,224,360,0,Urban,Debt Consolidation,6,0.37,8.35,1698.61,N
LP000226,Male,Yes,3+,Graduate,Yes,21,806,2923,3231,114,180,1,Semiurban,Medical,8,0.45,3.5,814.97,Y
LP000227,Male,Yes,2,Graduate,No,21,819,2419,1866,103,360,1,Semiurban,Business,3,0.17,3.5,462.52,Y
LP000228,,Yes,3+,Graduate,No,23,639,7115,2566,118,180,0,Urban,Business,0,0.2,8.78,1181.44,N
LP000229,Male,No,2,Graduate,No,47,702,1783,0,69,120,,Semiurban,Debt Consolidation,19,0.28,7.19,807.92,N
LP000230,Male,Yes,0,Graduate,No,28,649,5267,773,55,120,1,Rural,Home Purchase,2,0.44,4.6,572.67,Y
LP000231,Male,Yes,0,Graduate,No,21,808,6897,1754,394,360,0,Semiurban,Medical,11,0.37,7.07,2639.84,N
LP000232,Male,No,3+,Not Graduate,No,25,718,4697,1998,176,360,1,Urban,Home Purchase,6,0.19,5.47,996.0,Y
LP000233,Male,No,2,Not Graduate,No,21,577,11305,0,117,240,0,Semiurban,Home Purchase,10,0.25,7.44,938.26,N
LP000234,Male,Yes,0,Graduate,No,21,778,5709,1673,65,360,1,Urban,Home Improvement,13,0.19,5.96,388.04,Y
LP000235,Male,Yes,1,Graduate,Yes,26,706,3216,1010,104,180,0,Rural,Home Purchase,13,0.19,7.89,987.29,Y
LP000236,,Yes,1,Graduate,Yes,46,684,4059,994,70,360,0,Urban,Home Purchase,6,0.43,4.73,364.31,Y
LP000237,Male,No,0,Graduate,No,44,707,6563,2501,85,360,1,Semiurban,Vehicle,,0.32,6.72,549.61,Y
LP000238,Female,Yes,3+,Not Graduate,No,55,651,4619,2284,100,360,1,Rural,Home Improvement,7,0.44,9.97,875.36,N
LP000239,Male,Yes,2,Graduate,Yes,41,799,4989,1861,87,,1,Rural,Debt Consolidation,19,0.32,4.93,,Y
LP000240,Male,No,0,Graduate,No,30,638,5834,0,163,120,1,Rural,Education,11,0.33,4.52,1690.88,Y
LP000241,Female,No,1,Graduate,No,21,790,2621,2223,77,360,1,Urban,Vehicle,1,0.1,5.47,435.75,Y
LP000242,,Yes,1,Not Graduate,No,22,691,4004,0,171,360,1,Semiurban,Medical,,0.19,5.3,949.57,N
LP000243,Male,Yes,0,Graduate,No,51,787,5601,2769,45,360,1,Semiurban,Debt Consolidation,1,0.07,3.5,202.07,N
LP000244,Male,No,0,Graduate,No,36,615,5785,4619,121,360,1,Rural,Home Purchase,2,0.36,8.35,917.55,N
LP000245,Male,Yes,2,Graduate,No,40,693,4317,1002,128,360,1,Urban,Debt Consolidation,8,0.24,6.52,810.73,Y
LP000246,Male,Yes,2,Graduate,No,33,679,11707,5737,150,180,1,Rural,Home Improvement,9,0.15,8.51,1477.99,Y
LP000247,Male,No,0,Graduate,No,21,598,5144,3009,124,180,1,Semiurban,Vehicle,12,0.08,8.03,1187.16,Y
LP000248,Male,No,1,Not Graduate,No,38,603,1639,0,82,240,1,Semiurban,Home Improvement,14,0.5,7.49,660.09,N
LP000249,Female,Yes,1,Graduate,No,35,620,11066,950,46,240,1,Semiurban,Business,16,0.55,7.0,356.64,Y
LP000250,Male,No,1,Graduate,Yes,61,731,7848,0,64,360,1,Rural,Home Purchase,12,0.08,6.66,411.28,Y
LP000251,Male,Yes,1,Graduate,No,39,718,6641,1097,101,360,1,Rural,Home Purchase,3,0.11,6.39,631.1,Y
LP000252,Male,Yes,3+,Not Graduate,No,21,624,5401,9617,,360,1,Urban,Business,9,0.21,5.12,,Y
LP000253,Male,No,2,Graduate,No,60,,11158,3940,103,180,1,Urban,Medical,12,0.3,6.55,900.07,Y
LP000254,Male,Yes,0,Not Graduate,No,21,682,4283,0,81,360,1,Urban,Debt Consolidation,2,0.24,8.59,627.99,N
LP000255,Male,Yes,1,Graduate,,40,735,5737,5745,203,240,1,Semiurban,Debt Consolidation,9,0.13,6.58,1523.09,Y
LP000256,Male,No,0,Graduate,No,38,666,2450,1399,179,60,1,Rural,Home Purchase,7,0.19,7.16,3557.94,Y
LP000257,Male,Yes,1,Not Graduate,Yes,21,750,2988,3275,155,120,1,Urban,Debt Consolidation,4,0.3,5.3,1666.84,Y
LP000258,Female,Yes,1,Graduate,No,31,581,1500,1178,314,60,1,Urban,Home Improvement,13,0.18,7.42,6279.99,N
LP000259,Male,Yes,0,Not Graduate,No,41,590,2053,0,67,360,1,Semiurban,Medical,3,0.14,7.24,456.6,N
LP000260,Female,No,1,Graduate,No,21,681,2972,0,121,360,1,Urban,Debt Consolidation,10,0.46,5.18,662.93,Y
LP000261,Male,Yes,1,Graduate,No,48,542,7251,10923,85,180,0,Urban,Home Purchase,7,0.15,11.1,971.45,N
LP000262,Female,Yes,3+,Graduate,No,22,631,6680,0,91,120,1,Rural,Education,19,0.1,9.07,1156.2,N
LP000263,Female,Yes,0,Graduate,No,54,658,3150,0,31,360,1,Urban,Home Improvement,,0.39,6.2,189.87,Y
LP000264,Male,Yes,1,Not Graduate,No,32,748,4858,758,59,360,0,Urban,Medical,4,0.41,5.51,335.37,N
LP000265,Male,Yes,0,Graduate,No,31,717,17250,1769,202,360,0,Semiurban,Medical,0,0.21,6.65,1296.77,N
LP000266,Female,Yes,3+,Not Graduate,,54,661,4900,4984,143,360,0,Semiurban,Home Improvement,12,0.24,5.78,837.24,N
LP000267,Female,No,1,Not Graduate,No,28,850,4718,2999,87,,1,Rural,Home Improvement,,0.37,5.22,,N
LP000268,Male,Yes,0,Graduate,No,34,697,6629,0,269,360,1,Rural,Home Purchase,8,0.19,5.09,1458.88,Y
LP000269,Male,Yes,3+,Graduate,No,21,717,5607,381,96,360,0,Urban,Medical,6,0.42,6.52,608.05,N
LP000270,Male,No,0,Graduate,Yes,36,679,5549,0,68,360,1,Semiurban,Home Purchase,4,0.27,6.58,433.39,Y
LP000271,Female,Yes,0,Graduate,No,21,684,2457,548,116,120,1,Semiurban,Debt Consolidation,13,0.21,6.02,1289.0,Y
LP000272,Male,No,1,Not Graduate,No,31,796,16433,0,102,60,1,Urban,Home Improvement,5,0.24,3.5,1855.56,Y
LP000273,Female,Yes,0,Not Graduate,Yes,57,653,4464,679,46,180,1,Urban,Home Purchase,8,0.26,7.72,432.2,Y
LP000274,Male,No,1,Graduate,No,40,607,4154,2015,112,180,1,Semiurban,Home Improvement,11,0.11,7.0,1006.69,Y
LP000275,Female,Yes,0,Graduate,No,26,782,19557,0,137,360,1,Urban,Home Purchase,13,0.17,5.39,768.44,Y
LP000276,Male,No,,Graduate,Yes,31,705,16886,0,,60,1,Rural,Debt Consolidation,16,0.31,6.87,,Y
LP000277,Male,Yes,0,Not Graduate,No,41,662,4521,0,154,360,1,Urban,Home Purchase,18,0.39,7.81,1109.67,Y
LP000278,Male,Yes,2,Not Graduate,No,53,697,4351,0,103,180,1,Urban,Education,,0.19,5.87,861.96,N
LP000279,Male,No,0,Not Graduate,Yes,42,656,3717,700,153,360,0,Urban,Home Improvement,9,0.16,,,Y
LP000280,Female,Yes,2,Graduate,No,21,624,7321,1149,277,360,1,Rural,Home Purchase,5,0.47,9.02,2232.79,Y
LP000281,Female,Yes,1,Not Graduate,No,27,705,9453,1401,53,360,0,Rural,Business,1,0.33,6.01,318.1,N
LP000282,Male,No,1,Graduate,No,39,588,3889,4189,79,180,1,Semiurban,Home Purchase,13,0.28,8.73,788.63,N
LP000283,Female,Yes,1,Graduate,No,21,775,2893,1334,188,240,1,Semiurban,Home Improvement,2,0.11,3.96,1135.28,Y
LP000284,Female,No,2,Graduate,No,27,642,4321,1185,188,360,1,Semiurban,Debt Consolidation,8,0.42,3.5,844.2,Y
LP000285,Male,Yes,3+,Graduate,Yes,34,710,2103,0,227,360,1,Rural,Home Improvement,3,0.21,6.76,1473.83,Y
LP000286,Female,Yes,3+,Graduate,No,39,732,5950,1874,150,120,,Urban,Home Purchase,0,0.16,4.15,1529.39,N
LP000287,Female,Yes,2,Not Graduate,No,49,705,3231,2841,145,360,0,Rural,Medical,4,0.34,9.96,1268.19,N
LP000288,Male,No,0,Graduate,No,50,724,4022,0,178,360,1,Urban,Home Purchase,5,0.29,5.43,1002.86,Y
LP000289,Male,No,0,Not Graduate,No,30,715,7946,4200,44,360,1,Urban,Debt Consolidation,0,0.52,5.94,262.11,Y
LP000290,Male,Yes,3+,Not Graduate,No,34,592,5704,1211,80,120,1,Semiurban,Home Improvement,18,,9.91,1053.22,N
LP000291,Male,Yes,0,Graduate,No,41,718,1851,0,279,180,1,Rural,Home Improvement,8,0.28,8.47,2742.52,Y
LP000292,Male,Yes,0,Graduate,No,21,667,2903,0,142,360,1,Urban,Medical,3,0.19,5.36,793.83,N
LP000293,Male,Yes,3+,Not Graduate,No,43,775,2634,1146,106,360,1,Urban,Vehicle,7,0.2,5.3,588.62,Y
LP000294,Male,Yes,0,Graduate,No,43,740,8359,10427,82,360,1,Semiurban,Debt Consolidation,19,0.42,7.46,571.11,Y
LP000295,Male,Yes,2,Graduate,No,42,584,4682,2081,96,240,1,Urban,Debt Consolidation,0,0.1,5.81,,Y
LP000296,Male,Yes,2,Graduate,No,28,625,3840,1632,105,180,1,Semiurban,Home Purchase,18,0.48,7.85,994.36,Y
LP000297,Male,Yes,3+,Graduate,Yes,40,630,24463,4979,264,180,1,Urban,Debt Consolidation,8,0.31,7.6,2462.34,Y
LP000298,Female,Yes,0,Graduate,No,29,769,3525,791,247,360,1,Rural,Debt Consolidation,6,0.24,6.16,1506.39,N
LP000299,Male,No,2,Not Graduate,Yes,21,720,6043,0,112,360,0,Urban,Home Purchase,2,0.42,6.15,682.34,N
LP000300,Male,Yes,3+,Graduate,No,22,704,7786,0,71,360,1,Urban,Medical,0,0.23,7.36,489.65,N
LP000301,Male,Yes,0,Not Graduate,No,,690,8639,0,83,240,0,Semiurban,Home Improvement,10,0.36,6.35,611.52,Y
LP000302,Female,Yes,0,Not Graduate,No,24,630,7965,0,,360,0,Urban,Debt Consolidation,10,0.21,7.94,,N
LP000303,Male,Yes,0,Graduate,No,33,650,2351,1350,82,360,0,Rural,Home Purchase,14,0.22,8.72,643.34,N
LP000304,Female,Yes,3+,Not Graduate,No,41,575,3805,348,136,360,1,Semiurban,Debt Consolidation,7,0.35,8.22,1018.86,Y
LP000305,Male,Yes,1,Not Graduate,Yes,40,597,16789,0,114,360,1,Urban,Debt Consolidation,11,0.49,7.33,783.88,Y
LP000306,Female,Yes,0,Not Graduate,No,34,558,16206,1068,54,120,0,Semiurban,Home Improvement,10,0.14,8.86,679.96,N
LP000307,Male,Yes,1,Graduate,Yes,22,680,3661,586,173,180,1,Urban,Home Improvement,5,0.46,5.83,1444.03,Y
LP000308,Male,Yes,0,Not Graduate,No,38,479,4045,481,153,120,1,Semiurban,Debt Consolidation,0,0.26,,2130.16,N
LP000309,Female,Yes,1,Graduate,No,42,689,1798,532,165,360,0,Urban,Debt Consolidation,13,0.21,9.49,1386.21,N
LP000310,Female,Yes,3+,Graduate,,49,701,4379,2788,50,360,0,Rural,Home Purchase,12,0.23,6.54,317.35,N
LP000311,Male,Yes,1,Not Graduate,No,44,631,3362,3409,154,360,1,Semiurban,Medical,7,0.24,5.93,916.39,N
LP000312,Male,,0,Graduate,No,27,742,3877,2916,110,120,1,Semiurban,Business,,0.24,8.42,1359.14,Y
LP000313,Male,No,3+,Graduate,No,31,699,5529,443,82,120,1,Rural,Home Purchase,7,0.15,5.28,881.0,Y
LP000314,Female,Yes,0,Graduate,No,36,712,5195,2269,,120,0,Urban,Home Improvement,5,0.31,7.52,,N
LP000315,Male,Yes,2,Graduate,No,44,709,4181,2859,110,360,1,Rural,Education,5,0.32,4.88,582.46,Y
LP000316,Male,Yes,0,Graduate,No,32,549,6467,0,88,360,,Rural,Business,10,0.23,10.49,804.31,Y
LP000317,Male,No,0,Not Graduate,Yes,50,652,5400,0,82,180,0,Urban,Debt Consolidation,4,0.17,9.19,840.99,N
LP000318,Male,Yes,0,Not Graduate,No,44,662,3189,0,95,120,1,Urban,Home Purchase,11,0.25,7.78,1141.6,N
LP000319,Male,Yes,1,Not Graduate,No,21,604,14963,1034,126,180,0,Semiurban,Vehicle,11,0.42,6.61,1105.23,N
LP000320,Female,No,0,Graduate,No,33,710,4156,1108,103,360,1,Semiurban,Home Purchase,14,0.21,4.79,539.78,Y
LP000321,Male,,1,Graduate,No,21,813,8200,364,92,120,1,Urban,Home Purchase,,0.28,3.77,921.43,Y
LP000322,Male,Yes,0,Not Graduate,Yes,43,810,4896,3881,54,360,1,Semiurban,Home Purchase,12,0.52,5.0,289.88,N
LP000323,Female,No,0,Graduate,No,45,753,7527,3297,83,360,0,Semiurban,Education,6,0.21,7.44,576.94,N
LP000324,Male,Yes,2,Not Graduate,No,34,554,11404,0,101,360,1,Semiurban,Debt Consolidation,4,0.33,8.61,784.49,Y
LP000325,Female,No,1,Not Graduate,No,37,607,7231,823,100,180,1,Urban,Education,12,0.16,9.3,1032.19,Y
LP000326,Female,Yes,0,Not Graduate,No,38,839,11084,0,96,180,1,Rural,Vehicle,8,0.3,4.14,716.85,N
LP000327,Male,Yes,0,Graduate,No,41,734,6144,0,83,180,0,Rural,Medical,0,0.14,6.09,704.44,N
LP000328,Male,Yes,0,Not Graduate,No,35,630,6407,0,283,360,1,Rural,Home Purchase,6,0.19,,2392.02,Y
LP000329,Male,No,3+,Not Graduate,No,40,622,3628,2033,157,360,0,Rural,Vehicle,14,0.44,7.85,1135.64,Y
LP000330,Male,Yes,1,Graduate,No,25,762,1697,0,176,180,1,Rural,Medical,5,0.31,6.65,1547.7,Y
LP000331,Female,Yes,1,Not Graduate,No,40,811,4445,0,75,360,1,Urban,Medical,1,0.09,5.95,447.25,Y
LP000332,Female,Yes,0,Graduate,No,38,633,6355,1171,71,180,1,Rural,Vehicle,1,0.41,6.54,620.05,Y
LP000333,Male,Yes,1,Graduate,No,26,798,5377,1908,158,180,1,Semiurban,Home Improvement,6,0.39,7.59,1472.77,Y
LP000334,Male,Yes,3+,Graduate,Yes,48,696,2630,763,88,360,1,Rural,Home Purchase,0,0.1,4.69,455.87,N
LP000335,Female,Yes,0,Not Graduate,Yes,38,700,10451,2472,95,360,1,Urban,Business,5,0.26,6.81,619.96,Y
LP000336,Male,No,,Graduate,No,39,593,1943,13292,68,60,1,Semiurban,Home Improvement,9,0.26,7.82,1372.94,Y
LP000337,Male,No,1,Graduate,No,29,736,2868,0,333,120,1,Rural,Business,2,0.32,4.82,3502.76,Y
LP000338,,No,1,Graduate,Yes,31,783,3454,3997,73,,1,Urban,Medical,4,0.34,6.47,,N
LP000339,Male,No,3+,Graduate,No,33,670,8392,632,194,120,0,Rural,Medical,,0.11,5.82,2136.3,Y
LP000340,Male,No,3+,Graduate,Yes,44,650,5329,0,262,360,1,Urban,Home Purchase,9,0.45,9.72,2245.21,N
LP000341,Male,No,2,Graduate,No,39,638,4951,806,53,360,1,Rural,Debt Consolidation,9,0.21,6.97,351.54,Y
LP000342,,,1,Not Graduate,No,35,,9292,1099,37,360,0,Semiurban,Home Improvement,0,0.24,7.17,250.4,N
LP000343,Female,Yes,2,Graduate,No,25,714,4103,0,80,360,0,Rural,Home Improvement,9,0.48,4.59,409.64,N
LP000344,Female,Yes,0,Graduate,No,22,541,5344,5293,146,360,0,Urban,Home Purchase,8,0.35,6.77,,N
LP000345,Male,Yes,0,Graduate,No,21,796,4507,0,50,360,0,Semiurban,Vehicle,11,0.45,6.38,312.1,N
LP000346,Female,,1,Graduate,No,33,684,3852,0,96,360,0,Urban,Home Purchase,12,0.55,6.1,581.75,N
LP000347,Male,Yes,0,Not Graduate,No,44,678,7891,0,120,360,,Rural,Debt Consolidation,7,0.28,7.94,875.5,N
LP000348,Male,Yes,1,Graduate,No,41,562,4213,2188,255,240,1,Urban,Home Purchase,7,0.09,7.23,2012.37,Y
LP000349,Female,No,1,Graduate,No,37,,3242,0,412,360,1,Rural,Debt Consolidation,10,0.3,6.7,2658.55,N
LP000350,Male,Yes,0,Graduate,Yes,50,723,10306,2569,169,240,1,Semiurban,Home Improvement,7,0.36,4.13,1035.72,Y
LP000351,Male,Yes,0,Not Graduate,No,54,635,7692,0,81,360,1,Semiurban,Home Purchase,4,0.19,7.33,556.96,Y
LP000352,Male,No,0,Graduate,Yes,26,688,8395,0,90,360,1,Urban,Debt Consolidation,3,,6.1,545.4,Y
LP000353,Male,Yes,2,Graduate,No,28,537,11378,4040,67,360,1,Rural,Home Purchase,5,0.43,10.21,598.4,Y
LP000354,Male,Yes,1,Graduate,No,21,633,1500,0,153,360,0,Urban,Business,2,0.29,6.89,1006.64,N
LP000355,Male,Yes,2,Graduate,No,45,650,2876,0,83,360,0,Semiurban,Medical,4,0.18,5.71,482.26,N
LP000356,Male,No,3+,Graduate,No,43,711,2270,3264,71,360,1,Rural,Home Purchase,7,0.54,5.72,412.98,Y
LP000357,Male,Yes,3+,Not Graduate,No,41,699,4848,0,214,360,0,Rural,Debt Consolidation,5,0.18,5.37,1197.67,N
LP000358,Female,No,0,Graduate,No,34,537,22548,1477,141,180,,Urban,Vehicle,8,0.22,9.48,1470.66,N
LP000359,Female,Yes,0,Graduate,No,36,,3989,753,153,360,1,Semiurban,Home Purchase,11,0.1,7.72,1092.94,N
LP000360,Female,Yes,1,Graduate,No,37,748,4315,0,139,360,1,Urban,Home Purchase,9,0.29,5.47,786.61,Y
LP000361,Female,No,0,Graduate,No,24,730,6787,9396,68,120,0,Semiurban,Vehicle,9,0.24,5.06,723.24,Y
LP000362,Male,Yes,1,Graduate,No,,688,6020,0,144,360,1,Semiurban,Vehicle,5,0.34,5.11,,N
LP000363,Male,Yes,0,Graduate,No,40,602,3044,822,215,240,1,Semiurban,Debt Consolidation,4,0.33,8.51,1867.18,Y
LP000364,Male,No,0,Graduate,No,35,650,1500,736,77,180,1,Urban,Home Purchase,6,0.51,6.47,669.48,Y
LP000365,Female,Yes,3+,Graduate,No,33,720,3055,809,73,360,0,Urban,Home Purchase,10,0.24,6.38,455.66,N
LP000366,Male,Yes,3+,Graduate,No,54,605,2186,1428,69,360,0,Rural,Home Purchase,4,0.08,8.48,529.57,N
LP000367,Female,Yes,0,Graduate,No,21,647,5287,0,273,60,0,Semiurban,Home Improvement,16,0.27,5.88,5262.64,N
LP000368,Female,No,2,Not Graduate,No,28,646,1776,0,93,360,1,Semiurban,Medical,16,0.19,5.54,530.38,N
LP000369,Male,Yes,2,Not Graduate,No,34,735,12910,0,42,360,0,Rural,Education,10,0.49,7.59,296.26,N
LP000370,Female,Yes,0,Not Graduate,No,40,772,4807,1920,124,360,,Urban,Business,9,0.44,4.07,597.01,N
LP000371,Male,Yes,0,Graduate,No,44,734,7583,0,127,240,1,Urban,Debt Consolidation,8,0.18,7.75,1042.6,N
LP000372,Female,Yes,0,Graduate,No,37,756,3559,0,74,360,1,Semiurban,Business,6,0.25,3.79,344.39,Y
LP000373,Male,Yes,2,Graduate,Yes,51,742,4331,0,56,180,0,Rural,Medical,8,0.44,7.89,531.62,N
LP000374,Male,Yes,0,Graduate,No,22,670,4323,0,136,360,1,Semiurban,Education,9,0.38,7.29,931.45,N
LP000375,Male,Yes,0,Graduate,,48,657,1642,4262,96,360,1,Rural,Home Improvement,6,0.14,9.53,809.32,Y
LP000376,Female,Yes,1,Graduate,,21,710,5279,1087,232,360,1,Urban,Debt Consolidation,9,0.2,5.08,1256.79,Y
LP000377,Female,Yes,2,Not Graduate,No,37,612,8571,0,147,360,1,Rural,Debt Consolidation,11,0.22,6.88,966.18,Y
LP000378,Male,Yes,1,Graduate,,48,748,5046,0,103,360,1,Semiurban,Home Improvement,0,0.21,3.89,485.23,N
LP000379,Female,No,0,Graduate,No,43,718,2368,3063,116,,1,Urban,Medical,6,0.29,3.5,,Y
LP000380,Male,No,3+,Graduate,No,21,662,12962,273,102,240,1,Rural,Home Purchase,4,0.11,9.58,956.11,Y
LP000381,Male,Yes,0,Graduate,No,42,704,7210,910,209,360,1,Semiurban,Home Improvement,8,0.45,8.83,1656.16,N
LP000382,Female,Yes,,Graduate,No,44,673,3486,0,182,360,1,Urban,Debt Consolidation,15,0.17,4.89,964.82,Y
LP000383,Male,Yes,1,Not Graduate,No,38,618,6998,1225,85,120,1,Urban,Home Improvement,10,0.22,7.37,1003.21,N
LP000384,Female,No,1,Not Graduate,No,27,720,8200,404,87,120,0,Rural,Home Purchase,10,0.24,5.19,930.87,N
LP000385,Male,Yes,,Graduate,Yes,27,760,3427,1085,117,60,1,Semiurban,Home Improvement,14,0.46,4.86,2200.44,Y
LP000386,Female,Yes,2,Graduate,Yes,41,649,4506,338,118,60,1,Rural,Debt Consolidation,6,0.2,6.64,2316.55,Y
LP000387,Female,Yes,1,Graduate,Yes,34,637,2678,804,173,360,1,Urban,Vehicle,15,0.15,8.13,1285.13,Y
LP000388,Male,Yes,1,Graduate,No,31,527,2897,2496,91,360,0,Semiurban,Business,8,0.55,9.65,775.16,N
LP000389,Male,Yes,0,Graduate,No,21,843,2878,5775,117,180,1,Urban,Home Purchase,7,0.15,3.83,855.5,N
LP000390,Male,Yes,1,Graduate,No,42,,10268,4682,97,360,1,Rural,Education,9,0.42,5.05,523.69,Y
LP000391,Female,Yes,0,Graduate,No,42,714,4410,0,79,240,0,Urban,Medical,0,0.32,6.43,585.75,N
LP000392,Male,Yes,0,Not Graduate,No,38,628,3960,0,272,120,1,Semiurban,Medical,1,0.28,5.89,3004.75,N
LP000393,Female,Yes,0,Not Graduate,,36,712,3658,0,127,360,0,Semiurban,Home Improvement,4,0.12,6.36,791.07,Y
LP000394,,Yes,0,Not Graduate,No,36,712,1500,2658,104,360,1,Urban,Education,9,0.08,6.9,684.94,Y
LP000395,Male,Yes,2,Graduate,No,58,747,3506,6984,290,,1,Rural,Education,5,0.11,3.73,,Y
LP000396,Female,Yes,1,Not Graduate,No,26,803,5249,2383,71,240,1,Semiurban,Debt Consolidation,7,0.47,3.65,417.27,N
LP000397,Male,Yes,2,Graduate,Yes,35,759,13045,283,55,360,1,Semiurban,Home Purchase,8,0.35,3.5,246.97,Y
LP000398,Male,Yes,1,Graduate,No,51,784,8592,5146,56,360,0,Urban,Business,8,0.21,5.8,328.58,N
LP000399,Female,Yes,2,Graduate,No,45,658,3614,0,,360,1,Urban,Education,9,0.47,6.27,,N
LP000400,Male,Yes,0,Graduate,No,31,672,5056,0,140,360,1,Rural,Home Purchase,4,0.11,5.22,770.49,Y
LP000401,Male,No,0,Not Graduate,No,43,779,7133,818,126,360,1,Semiurban,Education,6,0.38,5.54,718.58,Y
LP000402,Female,Yes,0,Graduate,No,30,752,21171,0,125,360,1,Urban,Education,8,0.15,6.27,771.27,Y
LP000403,Male,Yes,2,Not Graduate,No,35,667,3824,0,63,180,1,Rural,Business,6,0.36,3.5,450.38,Y
LP000404,Female,No,0,Graduate,Yes,30,,9173,0,186,360,0,Semiurban,Debt Consolidation,14,0.26,10.26,1668.13,N
LP000405,Female,,1,Graduate,No,42,616,3580,0,156,240,1,Rural,Home Purchase,8,0.15,6.94,1203.85,Y
LP000406,Male,No,3+,Graduate,No,48,739,3665,1786,56,360,0,Rural,Education,0,0.23,5.54,,Y
LP000407,Male,Yes,0,Not Graduate,No,33,678,6504,5418,142,360,1,Urban,Debt Consolidation,11,0.34,3.67,651.19,N
LP000408,Male,Yes,2,Not Graduate,No,35,736,12586,0,185,360,1,Urban,Home Purchase,2,,5.73,1077.26,Y
LP000409,Male,No,3+,Graduate,Yes,26,696,3205,611,111,180,1,Rural,Debt Consolidation,13,0.15,5.04,880.1,Y
LP000410,Female,Yes,2,Graduate,No,49,714,5509,0,133,360,0,Semiurban,Education,14,0.35,5.88,787.17,N
LP000411,Female,No,3+,Not Graduate,No,45,725,6152,593,51,360,1,Urban,Medical,11,0.19,8.21,381.71,Y
LP000412,Male,Yes,0,Not Graduate,No,50,640,7634,0,422,360,0,Urban,Vehicle,18,0.18,6.68,2717.48,N
LP000413,Female,Yes,2,Graduate,No,46,687,6146,0,116,360,0,Urban,Home Purchase,5,0.45,6.88,762.43,Y
LP000414,Male,Yes,0,Graduate,Yes,29,710,9440,1508,126,240,1,Semiurban,Debt Consolidation,9,0.42,3.5,730.75,Y
LP000415,Male,Yes,3+,Graduate,Yes,21,759,3429,0,252,360,1,Rural,Medical,6,0.1,5.21,1385.32,N
LP000416,Male,Yes,0,Graduate,No,34,678,2823,664,121,360,1,Semiurban,Home Purchase,5,0.28,8.38,920.11,Y
LP000417,Male,No,0,Graduate,No,54,613,5781,0,243,120,1,Urban,Medical,5,0.27,6.61,2772.84,Y
LP000418,Female,Yes,0,Graduate,No,27,714,7979,2139,35,360,1,Urban,Home Purchase,12,0.49,4.92,186.18,Y
LP000419,Female,Yes,,Graduate,No,49,638,5475,0,100,60,1,Semiurban,Home Purchase,3,0.57,5.77,1922.6,Y
LP000420,Male,No,0,Graduate,No,49,785,5084,1051,118,240,1,Semiurban,Business,11,0.24,4.44,742.71,Y
LP000421,Female,Yes,2,Graduate,No,43,608,2234,0,132,360,1,Semiurban,Debt Consolidation,,0.29,7.9,959.38,N
LP000422,Male,No,2,Graduate,No,41,594,24529,3238,253,360,1,Urban,Education,14,0.37,8.81,2001.2,Y
LP000423,Female,Yes,1,Graduate,No,33,691,5225,0,106,360,0,Urban,Home Purchase,15,0.08,4.11,512.81,N
LP000424,Male,Yes,0,Graduate,No,49,762,2032,0,85,360,1,Urban,Home Purchase,14,0.11,5.49,482.09,Y
LP000425,Male,No,0,Not Graduate,No,35,671,5080,532,256,360,1,Rural,Business,3,0.23,5.82,1505.35,N
LP000426,Male,Yes,2,Graduate,No,30,771,2948,4790,68,360,1,Urban,Debt Consolidation,9,0.29,6.43,426.68,Y
LP000427,Female,No,1,Not Graduate,No,21,749,3416,4056,30,360,1,Urban,Home Purchase,12,0.29,6.93,198.18,Y
LP000428,Female,Yes,3+,Graduate,Yes,44,720,4768,1091,108,360,1,Semiurban,Home Purchase,11,0.28,3.5,484.97,Y
LP000429,Male,Yes,3+,Not Graduate,No,21,528,3957,2294,233,360,1,Urban,Home Improvement,11,0.25,7.88,1690.22,Y
LP000430,Male,Yes,0,Graduate,Yes,21,681,9910,1639,71,180,1,Semiurban,Home Purchase,5,0.48,3.79,517.74,N
