Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Age,Credit_Score,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Employment_Years,Debt_to_Income,Interest_Rate,Monthly_Payment,Loan_Status
LP00213,Male,No,1,Graduate,Yes,34,752,6797,3653,700,240,1,Urban,Education,12,27.74,5.51,4819.17,Y
LP00214,,No,,Graduate,No,57,791,10082,3074,700,240,1,Urban,Education,5,30.46,6.95,5406.1,Y
LP00215,Female,Yes,3+,Graduate,No,35,710,7045,1432,700,240,1,Rural,Debt Consolidation,9,45.84,5.98,5006.94,Y
LP00216,Male,Yes,3+,,,34,663,8241,2654,700,240,1,Semiurban,Business,16,5,6.8,5343.38,Y
LP00217,Male,No,0,Graduate,No,35,762,8178,1478,700,180,0,Rural,Home Purchase,6,31.63,6.69,6171.1,Y
LP00218,Female,No,2,Not Graduate,No,29,677,4427,1670,700,180,1,Semiurban,Education,5,23.83,5.26,5630.83,N
LP00219,Male,Yes,1,Not Graduate,Yes,47,783,6228,2695,700,180,1,Urban,Medical,3,15.25,5.71,5797.89,Y
LP00220,Female,Yes,1,Graduate,No,39,737,3237,291,700,180,1,Semiurban,Vehicle,4,31.07,7.96,6673.41,Y
LP00221,Male,No,2,Graduate,,54,812,12745,5187,700,360,1,Urban,Debt Consolidation,8,27.24,5.22,3852.43,Y
LP00222,Male,No,0,Graduate,No,41,744,9849,5392,700,360,1,Semiurban,Home Improvement,1,24.16,6.43,4392.3,Y
LP00223,Male,Yes,2,Graduate,Yes,34,840,6946,1976,700,360,1,Urban,Medical,1,22.15,,4383.13,Y
LP00224,Male,No,0,Graduate,No,47,685,9792,3260,700,360,1,Semiurban,Education,5,32.34,4.92,3723.6,Y
LP00225,Male,Yes,0,Graduate,No,36,770,8623,3790,700,360,1,Urban,Debt Consolidation,10,16.86,5.58,4009.73,Y
LP00226,Female,Yes,3+,Graduate,Yes,38,740,5426,0,700,240,1,Semiurban,Home Improvement,8,11.26,7.42,5604.96,Y
LP00227,Male,,2,Not Graduate,No,24,783,7593,2318,700,360,1,Rural,Home Purchase,7,15.46,6.73,4530.88,Y
LP00228,Male,No,1,Graduate,No,43,719,14099,5657,700,120,1,Semiurban,Education,11,14.29,6.27,7866.69,Y
LP00229,Female,No,1,Graduate,No,35,740,7378,2753,700,360,1,Urban,Home Improvement,1,20.67,6.29,4328.25,Y
LP00230,Female,Yes,0,Graduate,No,43,767,8773,1970,700,180,1,Urban,,8,28.31,8.48,6884.97,Y
LP00231,Female,Yes,2,Graduate,No,39,650,6095,155,700,360,1,Urban,Education,8,18.18,8.59,5427.11,Y
LP00232,Female,No,1,Graduate,No,43,713,5402,2141,700,360,0,Urban,Debt Consolidation,5,18.57,9.46,5865.56,Y
LP00233,Female,Yes,1,Not Graduate,No,35,822,6539,3285,700,360,1,Urban,Vehicle,,13.85,6.69,4512.3,Y
LP00234,Male,Yes,0,Graduate,No,42,728,11537,440,700,360,1,Semiurban,Home Improvement,6,18.06,7.06,4685.36,Y
LP00235,Male,,1,Not Graduate,No,38,793,7015,642,700,240,1,Semiurban,Debt Consolidation,10,18.57,6.14,5071.72,Y
LP00236,Male,Yes,2,Graduate,No,51,769,8708,0,700,360,1,Rural,Medical,6,24.96,6.56,4452.13,N
LP00237,Female,Yes,1,Graduate,No,45,735,2796,2136,700,180,1,Semiurban,Vehicle,4,16.08,6.13,5956.27,Y
LP00238,Female,No,2,Graduate,No,35,715,5028,2504,700,240,1,Semiurban,Home Improvement,7,25.38,7.46,5622.04,Y
LP00239,Male,No,0,Graduate,No,33,831,7617,1024,700,180,1,Semiurban,Home Improvement,15,22.76,7.84,6625.07,Y
LP00240,Male,Yes,2,Graduate,No,52,707,3695,1267,700,120,0,Urban,Education,7,26.85,7.11,8167.33,Y
LP00241,Female,Yes,1,Graduate,No,49,706,2500,3659,700,,1,Semiurban,Business,6,12.7,7.29,4794.24,Y
LP00242,Male,Yes,0,Graduate,No,42,809,9260,609,700,120,1,Urban,Education,7,25.21,5.98,7764.41,Y
LP00243,Female,Yes,0,Graduate,Yes,31,770,3688,2904,700,120,0,Urban,Business,8,22.42,6.34,7891.49,Y
LP00244,Male,Yes,2,Not Graduate,No,40,691,,1268,700,180,1,Rural,Home Improvement,9,15.72,6.49,6093.9,Y
LP00245,Male,Yes,3+,Graduate,No,42,782,9595,630,700,180,1,Semiurban,Education,11,22.55,7.56,6512.98,Y
LP00246,Male,,0,Graduate,No,33,716,7372,479,700,360,1,Semiurban,Vehicle,3,14.97,,3843.78,Y
LP00247,Male,Yes,3+,Graduate,No,31,719,4758,1473,700,360,1,Urban,Home Purchase,6,24.35,7.53,4908.89,Y
LP00248,Female,Yes,0,Graduate,Yes,46,741,12216,2585,700,180,1,Semiurban,Education,5,21.69,6.57,6124.72,Y
LP00249,Female,Yes,3+,Graduate,Yes,39,803,6215,2754,700,360,1,Urban,Home Purchase,13,21.85,5.72,4071.68,Y
LP00250,Female,No,0,Not Graduate,No,35,731,3292,782,700,180,1,Semiurban,Debt Consolidation,5,15.26,4.91,5502.79,Y
LP00251,Male,Yes,2,Graduate,No,39,690,7233,804,700,120,1,Rural,Education,13,26.73,7.1,8163.72,Y
LP00252,Male,No,2,Graduate,,34,727,7000,0,700,360,1,Urban,Vehicle,13,36.5,6.99,4652.42,Y
LP00253,Female,No,3+,Not Graduate,No,43,753,7246,1565,700,240,1,Urban,Medical,7,13.22,8.32,5995.25,Y
LP00254,Male,No,1,Graduate,No,34,683,3390,2754,700,360,1,Rural,Home Purchase,1,23.52,4.93,3727.86,Y
LP00255,Male,No,0,Graduate,Yes,21,733,6886,2937,700,240,1,Urban,Business,11,24.88,7.16,5494.52,Y
LP00256,Female,Yes,1,Graduate,No,31,,,927,700,180,1,Semiurban,Vehicle,5,28.24,6.52,6105.45,Y
LP00257,Male,No,0,Graduate,No,23,715,9977,2035,700,240,0,Rural,Vehicle,5,23.33,4.18,4308.55,Y
LP00258,Male,No,1,Not Graduate,No,34,738,3869,0,700,360,1,Urban,Business,6,19.87,9.78,6029.51,Y
LP00259,Female,Yes,3+,Graduate,No,47,807,10327,2505,700,360,1,Semiurban,Home Purchase,7,16.36,7.73,5005.21,Y
LP00260,Female,Yes,1,Graduate,No,55,796,11850,2192,700,360,1,Semiurban,Medical,6,26.87,5.22,3852.43,Y
LP00261,Female,Yes,3+,Graduate,No,49,789,8447,5068,700,180,1,Semiurban,Debt Consolidation,4,23.07,6.75,6194.37,N
LP00262,Female,Yes,3+,Not Graduate,No,34,724,8761,3225,700,120,1,Semiurban,Business,8,23.31,9.17,8931.83,Y
LP00263,Male,Yes,1,Graduate,No,29,759,6403,2214,700,180,1,Semiurban,Business,7,33.16,7.06,6315.3,Y
LP00264,Male,Yes,1,Graduate,No,30,730,7263,889,,180,1,Urban,Home Purchase,1,5,6.87,6241.03,Y
LP00265,Female,No,0,Graduate,Yes,29,778,8870,0,700,120,1,Urban,,11,16.4,4.66,7308.8,Y
LP00266,Female,Yes,0,Graduate,No,52,650,6422,3018,700,360,1,Urban,Business,8,36.11,6.98,4647.72,Y
LP00267,Male,Yes,3+,Graduate,,45,772,14392,1283,700,120,1,Urban,Debt Consolidation,4,18.5,6.86,8077.18,Y
LP00268,Female,Yes,1,Graduate,No,50,693,9832,5388,700,180,1,Rural,Home Improvement,1,5.75,6.75,6194.37,Y
LP00269,Male,No,2,Graduate,Yes,30,713,11367,590,700,240,1,Semiurban,,7,19.67,3.35,4005.97,Y
LP00270,Male,No,1,Graduate,No,31,737,4336,3573,700,360,,Rural,Education,12,26.3,6.3,4332.81,Y
LP00271,Male,No,1,Graduate,No,43,678,9439,1612,700,60,1,Rural,Vehicle,9,16.32,8.88,14490.11,Y
LP00272,Male,Yes,0,Graduate,No,32,778,9440,0,700,360,1,Semiurban,Home Improvement,4,36.55,8.37,5318.04,Y
LP00273,Male,No,1,Graduate,No,47,779,6323,67,700,360,1,Urban,Debt Consolidation,8,28.67,7.58,4932.9,Y
LP00274,Male,No,2,Graduate,No,,749,6958,1946,700,360,1,Semiurban,Debt Consolidation,10,11.68,7.5,4894.5,Y
LP00275,Male,No,2,Graduate,Yes,32,785,8937,1177,700,60,1,Urban,Home Improvement,4,27.24,4.96,13197.04,Y
LP00276,Male,Yes,0,Graduate,Yes,46,657,4967,1816,700,360,1,Rural,Debt Consolidation,0,23.73,8.81,5536.93,Y
LP00277,Female,Yes,,Graduate,No,38,767,9647,726,700,360,1,Urban,Home Purchase,4,7.28,4.53,3559.29,Y
LP00278,Male,No,0,Graduate,No,47,771,8007,3275,700,120,1,Semiurban,Education,11,31.55,5.49,7593.37,Y
LP00279,Male,Yes,2,Graduate,No,33,709,7698,596,700,240,1,Semiurban,Business,16,12.16,7.77,5755.28,Y
LP00280,Male,Yes,3+,Graduate,No,36,739,4957,52,700,180,1,Rural,Home Purchase,10,21.84,6.72,6182.73,Y
LP00281,Female,Yes,1,Graduate,Yes,21,735,3846,5146,700,180,1,Urban,Education,10,12.53,5.77,5820.37,Y
LP00282,Male,Yes,3+,Graduate,No,21,790,7032,1868,700,120,1,Rural,Home Improvement,0,13.6,8.03,8504.03,Y
LP00283,Male,Yes,0,Graduate,No,38,713,4929,2381,700,360,1,Semiurban,Vehicle,15,22.36,6.44,4396.89,Y
LP00284,Male,Yes,0,Graduate,No,27,774,7799,1948,700,120,1,Semiurban,Medical,5,19.92,7.09,8160.1,Y
LP00285,Male,No,1,Graduate,No,,723,7237,1270,700,180,0,,Debt Consolidation,7,24.67,6.48,6090.06,Y
LP00286,Male,Yes,3+,Graduate,No,28,751,12010,1744,700,360,1,Semiurban,Medical,7,29.65,7.62,4952.15,Y
LP00287,Female,No,0,Graduate,No,46,650,6136,2162,700,240,1,Rural,Business,8,5.01,9.07,6329.63,Y
LP00288,Male,Yes,0,Not Graduate,No,48,762,7488,2924,700,360,1,Semiurban,Home Purchase,1,23.98,7.32,4808.51,Y
LP00289,Female,Yes,0,,No,29,796,10504,3349,700,240,1,Rural,Vehicle,7,5.67,7.8,5768.25,Y
LP00290,Male,Yes,1,Not Graduate,No,39,675,6446,1889,700,360,1,Rural,Business,3,23.54,6.51,4429.08,Y
LP00291,Female,Yes,0,Graduate,No,34,725,12294,4725,700,240,1,Semiurban,Education,12,16.03,9.05,6320.61,Y
LP00292,Male,Yes,2,Graduate,Yes,43,708,10938,1149,700,240,1,Urban,Home Improvement,4,11.53,5.87,4962.66,Y
LP00293,Male,No,1,Graduate,No,39,770,2500,1039,700,120,1,Rural,Home Purchase,13,30.33,6.84,8069.99,Y
LP00294,Female,No,0,Graduate,Yes,43,751,9675,1257,700,360,1,Semiurban,Education,7,22.44,6.62,4479.86,Y
LP00295,Female,Yes,2,Graduate,No,27,691,7887,3098,700,180,1,Urban,Education,7,20.36,4.26,5269.49,Y
LP00296,Female,Yes,1,Graduate,Yes,45,764,7997,809,700,360,1,Urban,Home Improvement,9,13.61,8.25,5258.87,Y
LP00297,Male,No,3+,Graduate,Yes,34,711,9976,4989,700,180,1,Urban,Home Purchase,12,16.37,5.8,5831.63,Y
LP00298,Male,Yes,2,Not Graduate,No,45,777,10912,2690,700,120,1,Urban,Business,6,22.77,4.14,7133.83,Y
LP00299,Male,Yes,2,Not Graduate,No,44,686,6467,85,700,180,,Urban,Home Purchase,10,5,5.08,5564.77,Y
LP00300,Male,Yes,0,Graduate,No,40,713,9111,3873,700,120,1,Rural,Home Improvement,8,10.46,7.66,8367.7,Y
LP00301,Female,Yes,2,Graduate,No,21,690,8451,700,700,180,1,Semiurban,Education,11,27.03,5.75,5812.87,N
LP00302,Female,No,0,Not Graduate,No,39,706,9788,2997,700,240,1,Rural,Education,11,18.13,7.2,5511.45,Y
LP00303,Male,Yes,0,Graduate,No,48,825,13934,2128,700,360,1,Semiurban,Business,3,24.99,7.72,5000.38,Y
LP00304,Male,Yes,,Graduate,Yes,35,808,7836,2651,700,180,1,Rural,Education,10,13.73,7.79,6604.98,N
LP00305,Female,,2,Graduate,No,34,728,5648,0,700,120,1,Urban,Home Improvement,4,7.61,8.06,,Y
LP00306,Male,Yes,3+,Graduate,No,37,672,7868,1094,700,360,1,Urban,Medical,10,28.72,8.36,5313.1,Y
LP00307,Male,Yes,3+,Graduate,No,28,665,5717,1453,700,120,1,Urban,Education,10,20.07,8.74,8769.11,Y
LP00308,Male,No,3+,Not Graduate,Yes,43,723,6247,1795,700,180,1,Urban,Home Improvement,7,20.39,6.68,6167.23,Y
LP00309,Male,Yes,1,Graduate,No,48,789,7497,0,700,360,1,Semiurban,Home Improvement,7,33.55,5.38,3921.98,Y
LP00310,Male,Yes,2,Graduate,No,35,660,7433,2090,700,120,1,Semiurban,Business,11,26.8,4.93,7400.66,Y
LP00311,,Yes,1,Graduate,No,27,753,10416,1372,700,180,1,Rural,Debt Consolidation,10,11.79,7.57,6516.96,Y
LP00312,Male,Yes,1,Graduate,No,21,800,3801,0,700,180,1,Semiurban,Vehicle,4,23.48,4.83,5473.76,Y
LP00313,Female,No,1,Graduate,No,36,712,11757,836,700,360,0,Rural,Business,0,23.84,4.71,3634.67,Y
LP00314,Male,Yes,2,Graduate,No,41,796,3844,576,700,360,1,,Education,10,21.49,6.02,4205.86,Y
LP00315,Male,Yes,2,Graduate,Yes,36,739,4324,2757,700,60,1,Semiurban,Home Purchase,6,35.39,6.88,13821.24,Y
LP00316,Male,Yes,1,,No,22,721,8479,4693,700,240,1,Urban,Debt Consolidation,12,34.08,6.04,5031.18,Y
LP00317,Male,Yes,3+,Graduate,No,46,655,5647,0,700,120,1,Semiurban,Vehicle,11,23.08,7.95,8474.45,Y
LP00318,Female,No,0,Not Graduate,No,45,650,9870,3648,700,180,1,Urban,Home Purchase,12,23.44,7.83,6621.05,Y
LP00319,Male,Yes,0,Graduate,No,27,766,7519,3993,700,240,1,Semiurban,Vehicle,0,21.9,6.21,5100.19,Y
LP00320,,Yes,1,Graduate,No,49,696,9065,1521,700,180,1,Rural,Business,7,25.12,6.05,5925.92,Y
LP00321,Female,No,0,Not Graduate,No,55,777,10016,2697,700,120,1,Urban,Vehicle,4,14.95,6.32,7884.4,Y
LP00322,Male,Yes,1,Graduate,No,23,736,7247,2432,700,,1,Semiurban,Home Purchase,8,30.18,5.85,4129.59,Y
LP00323,Male,No,3+,Graduate,No,45,752,10600,3014,700,180,1,Semiurban,Home Purchase,8,12.43,8.44,6868.58,N
LP00324,Female,Yes,0,Graduate,Yes,45,764,11088,1404,700,180,1,Semiurban,Education,12,26.32,7.13,6342.78,Y
LP00325,Male,Yes,0,Graduate,No,29,758,4653,3281,700,360,1,Urban,Medical,2,24.74,4.53,3559.29,Y
LP00326,Male,Yes,3+,Graduate,Yes,34,780,9005,2673,700,360,1,Urban,Medical,10,26.93,4.08,3374.27,Y
LP00327,Female,Yes,3+,Not Graduate,No,50,702,7164,2430,700,240,1,Rural,Medical,5,,4.77,4531.21,Y
LP00328,Female,No,0,Graduate,No,44,799,6289,2120,700,180,1,Urban,Vehicle,7,19.34,7.59,6524.94,Y
LP00329,Male,Yes,0,Graduate,Yes,32,700,5731,1458,700,360,1,Urban,Education,12,34.15,8.69,5476.93,Y
LP00330,Male,Yes,0,Graduate,No,37,745,6380,2260,700,180,1,Semiurban,Home Improvement,12,44.09,6.91,6256.63,Y
LP00331,Male,No,0,Graduate,Yes,47,679,6736,3425,700,360,1,Semiurban,Home Purchase,4,29.23,8.41,5337.81,Y
LP00332,Female,No,1,Graduate,No,36,650,6725,2416,700,180,1,Semiurban,Business,14,12.09,7.2,6370.33,N
LP00333,Male,Yes,0,Graduate,No,37,694,,1129,700,120,1,Semiurban,Medical,1,25.59,5.89,,Y
LP00334,Male,Yes,3+,Graduate,No,46,666,2500,1553,700,180,1,Urban,Medical,6,28.25,4.41,5322.81,Y
LP00335,Female,Yes,1,Graduate,Yes,27,761,10298,1607,700,240,1,Semiurban,Medical,12,10.09,9.3,6433.77,Y
LP00336,Female,Yes,1,Graduate,No,45,702,7687,2293,700,120,1,Urban,Vehicle,1,25.47,6.42,7919.89,Y
LP00337,Male,No,0,Graduate,No,,735,7630,4281,700,240,1,Urban,Home Improvement,11,25.0,4.97,4608.1,Y
LP00338,Male,Yes,2,Not Graduate,No,39,751,9174,3345,700,240,1,Urban,Home Improvement,1,22.45,5.04,4635.17,Y
LP00339,Male,No,2,Graduate,No,34,739,6564,772,700,180,1,Urban,Medical,13,12.08,5.13,5583.07,Y
LP00340,Male,No,0,Graduate,Yes,53,700,9311,3062,700,120,1,Urban,Debt Consolidation,,25.12,8.19,8563.37,Y
LP00341,Male,No,1,Graduate,No,36,722,6623,1397,700,240,1,Semiurban,Business,8,14.04,7.31,5558.11,Y
LP00342,Female,Yes,2,Graduate,No,39,724,10115,1248,700,180,0,Semiurban,Home Purchase,14,23.75,3.78,5100.98,Y
LP00343,Male,Yes,3+,Graduate,No,40,774,7350,3446,700,180,1,Rural,Home Improvement,,15.66,8.81,7020.97,Y
LP00344,Male,No,1,Not Graduate,No,56,789,7879,1719,700,60,,Rural,Home Purchase,11,19.24,8.07,14216.94,Y
LP00345,Female,Yes,0,Graduate,Yes,48,798,5709,0,700,180,,Rural,Home Improvement,8,24.72,4.62,5397.98,Y
LP00346,Female,Yes,2,Graduate,No,33,711,6077,,700,120,1,Urban,Debt Consolidation,8,26.59,6.77,8044.86,Y
LP00347,Female,Yes,2,Graduate,Yes,53,734,2706,1766,700,180,1,Semiurban,Vehicle,3,25.91,6.35,6040.18,Y
LP00348,Female,Yes,0,Graduate,No,37,718,5929,0,700,180,1,Rural,Debt Consolidation,5,21.88,3.18,4894.9,Y
LP00349,Female,Yes,1,Graduate,No,30,650,6523,1546,700,240,1,Urban,Home Improvement,9,19.75,7.38,5587.9,Y
LP00350,Male,Yes,3+,Graduate,No,50,718,4478,2079,700,240,1,Semiurban,Home Improvement,9,15.71,3.18,3945.56,Y
LP00351,Male,No,1,Graduate,No,48,782,9400,1223,700,240,1,Semiurban,Medical,2,32.03,4.57,4455.04,Y
LP00352,Female,No,1,Not Graduate,No,27,793,5421,3816,700,120,1,Semiurban,Home Purchase,9,13.31,7.55,8327.4,Y
LP00353,Female,Yes,2,Graduate,No,42,773,11114,3677,700,240,0,Urban,Home Improvement,5,28.84,7.82,5776.91,Y
LP00354,Female,No,2,Graduate,No,24,803,5604,3070,700,360,1,Rural,Home Improvement,4,21.76,5.55,3996.51,Y
LP00355,Male,Yes,3+,Graduate,Yes,34,792,5560,1734,700,240,1,Urban,Home Purchase,3,28.19,6.25,5116.5,Y
LP00356,Male,Yes,3+,,No,51,723,4604,0,700,120,1,Urban,Home Purchase,10,29.27,6.11,7810.16,Y
LP00357,Male,Yes,2,Graduate,No,37,743,11920,2647,700,180,1,Semiurban,Vehicle,9,16.46,6.33,6032.52,Y
LP00358,Male,Yes,1,Graduate,No,30,730,9151,0,700,360,1,Urban,Business,5,27.61,5.33,3900.18,Y
LP00359,Female,Yes,0,Graduate,No,54,706,8273,2884,700,180,1,Rural,Medical,5,9.21,5.75,5812.87,Y
LP00360,Male,No,1,Graduate,No,46,658,6781,3938,700,180,1,Semiurban,Medical,4,36.22,6.67,6163.36,Y
LP00361,Male,Yes,1,Graduate,No,29,692,10619,540,700,240,1,Urban,Debt Consolidation,10,15.71,5.97,5002.91,Y
LP00362,Male,Yes,3+,Graduate,No,45,765,10283,,700,120,1,Urban,Education,9,19.75,5.16,7479.45,Y
LP00363,Male,No,0,,No,26,780,7178,2265,700,360,1,Urban,Medical,7,16.11,7.46,4875.34,Y
LP00364,Male,No,1,Graduate,No,34,779,8750,4209,700,360,1,Rural,Education,1,24.66,5.7,4062.8,Y
LP00365,Male,No,0,Graduate,No,23,795,6889,3438,700,360,1,Urban,Home Purchase,5,28.76,5.84,4125.12,Y
LP00366,Male,No,1,Graduate,No,35,701,6839,640,700,60,1,Urban,Home Improvement,12,20.92,7.1,13893.89,N
LP00367,Male,No,0,Graduate,No,33,692,7864,941,700,180,1,Rural,Home Purchase,6,15.24,6.26,6005.78,Y
LP00368,Male,Yes,2,Graduate,No,36,715,11718,122,700,360,0,Urban,Debt Consolidation,11,25.17,8.34,5303.22,Y
LP00369,Female,Yes,0,Graduate,Yes,40,805,10860,1203,700,240,1,Semiurban,Home Improvement,15,32.11,6.8,5343.38,Y
LP00370,Male,Yes,0,Graduate,No,22,752,6190,207,700,240,1,Semiurban,Debt Consolidation,14,16.64,10.29,6890.2,Y
LP00371,Female,Yes,0,Graduate,No,30,741,5661,3659,700,240,1,Urban,Home Purchase,5,26.42,9.66,6598.23,Y
LP00372,Male,Yes,0,Not Graduate,No,45,743,3604,2204,700,240,1,Semiurban,Vehicle,10,30.3,4.6,4466.42,Y
LP00373,Female,No,1,Graduate,No,23,702,9225,1435,700,180,1,Semiurban,Education,1,29.92,8.56,6917.82,Y
LP00374,Male,No,0,Graduate,,48,710,10056,1537,700,360,,Urban,Debt Consolidation,11,21.82,5.14,3817.87,Y
LP00375,Male,Yes,0,Not Graduate,No,26,690,8971,420,700,360,1,Urban,Medical,12,23.09,6.49,4419.87,Y
LP00376,Male,Yes,2,Graduate,No,37,753,6563,4316,700,360,1,Semiurban,Vehicle,,27.6,3.34,3081.13,Y
LP00377,Male,Yes,2,Graduate,No,38,816,6614,435,700,360,1,Semiurban,Vehicle,15,29.06,9.16,5713.13,Y
LP00378,Female,No,2,Graduate,Yes,43,650,7369,71,700,180,1,Rural,Home Improvement,6,41.23,9.17,7170.83,Y
LP00379,Female,Yes,1,Graduate,Yes,30,731,9562,,700,240,1,Urban,Vehicle,6,20.18,6.24,5112.42,Y
LP00380,Male,Yes,1,Graduate,No,26,754,8690,2995,700,60,1,Rural,Business,5,14.88,5.88,13493.94,Y
LP00381,Female,No,0,Graduate,No,32,694,3900,2455,700,60,1,Urban,Education,5,20.18,7.75,14109.87,Y
LP00382,Male,Yes,1,Graduate,Yes,39,749,10539,3770,700,240,1,Rural,Debt Consolidation,13,6.83,5.41,4779.7,Y
LP00383,Male,Yes,2,Graduate,No,33,826,12915,2735,700,240,1,Semiurban,Vehicle,2,18.46,8.12,5907.47,Y
LP00384,Male,Yes,0,Graduate,Yes,37,729,8222,2805,700,120,1,Urban,Home Purchase,5,19.31,5.85,7718.81,Y
LP00385,Male,No,2,Graduate,No,33,764,12390,10,700,360,0,Semiurban,Vehicle,9,13.86,7.5,4894.5,Y
LP00386,Male,No,1,Not Graduate,No,53,730,5439,1803,700,240,1,Rural,Medical,5,23.13,6.05,5035.23,Y
LP00387,Male,No,3+,Graduate,Yes,37,772,9818,5047,700,120,1,Semiurban,Home Purchase,2,23.1,5.27,7517.31,Y
LP00388,Male,Yes,2,Not Graduate,No,35,703,7364,2461,700,180,1,Semiurban,Education,3,19.93,4.17,5237.65,Y
LP00389,Female,Yes,2,Graduate,No,22,779,7671,1745,700,120,1,Rural,Business,3,23.1,6.74,8034.1,Y
LP00390,Female,Yes,1,Not Graduate,No,37,778,7786,2498,700,180,,Semiurban,Home Purchase,3,9.55,7.88,6641.16,Y
LP00391,Male,Yes,0,Graduate,Yes,38,767,6278,3507,700,360,1,,Home Improvement,8,20.96,5.32,3895.83,N
LP00392,,Yes,3+,Graduate,Yes,42,843,8558,2271,700,360,1,Urban,Medical,0,23.85,4.32,3472.33,Y
LP00393,Male,Yes,2,Graduate,No,21,800,8990,3429,700,360,1,Urban,Medical,0,16.48,4.82,3681.12,Y
LP00394,Male,Yes,2,Not Graduate,No,41,811,9555,833,700,360,1,Semiurban,Debt Consolidation,7,18.84,3.47,,Y
LP00395,Male,Yes,2,Graduate,No,47,762,6985,1969,700,360,1,Semiurban,Vehicle,6,21.53,8.45,5357.61,Y
LP00396,Male,Yes,2,Graduate,No,26,692,8798,1359,700,120,1,Semiurban,Vehicle,3,5,11.28,9753.78,Y
LP00397,Female,No,2,Graduate,No,21,679,10039,0,700,120,0,Urban,Debt Consolidation,9,7.97,5.24,7506.97,Y
LP00398,Male,Yes,0,Graduate,Yes,24,718,9206,969,700,360,1,Urban,Home Improvement,6,19.88,6.13,4255.54,Y
LP00399,Male,Yes,3+,Not Graduate,No,42,708,8476,889,700,180,1,Semiurban,Medical,7,14.38,7.43,6461.27,Y
LP00400,Male,Yes,0,Not Graduate,Yes,24,709,7917,3974,700,180,1,Urban,Education,4,5,6.33,6032.52,Y
LP00401,Male,,0,Not Graduate,Yes,25,677,5195,1066,700,360,1,Semiurban,Education,6,31.28,7.28,4789.49,Y
LP00402,Male,No,2,Graduate,No,28,701,11159,666,700,360,1,Semiurban,Medical,12,30.3,6.91,4614.88,Y
LP00403,Male,Yes,0,Graduate,No,25,718,8505,0,700,240,1,Semiurban,,5,9.31,5.01,4623.56,N
LP00404,Male,Yes,1,Graduate,Yes,44,777,10107,1604,700,120,1,Urban,Home Improvement,11,36.82,8.78,8784.17,Y
LP00405,Male,Yes,1,Graduate,No,46,801,9153,469,700,180,1,Semiurban,Vehicle,15,23.99,5.77,5820.37,Y
LP00406,Female,No,0,Not Graduate,Yes,38,755,8710,2525,700,360,1,Semiurban,Medical,7,22.94,4.46,3530.18,Y
LP00407,Male,No,0,Not Graduate,No,38,782,7035,2334,700,240,1,Semiurban,Education,2,32.26,6.72,5310.07,Y
LP00408,Male,Yes,3+,Graduate,Yes,39,767,,2298,700,180,1,Semiurban,Debt Consolidation,10,25.62,4.52,5362.11,Y
LP00409,Male,Yes,2,Graduate,No,30,803,8031,2781,700,180,1,Urban,Home Improvement,4,16.86,6.81,6217.68,Y
LP00410,Male,Yes,2,Not Graduate,No,39,785,9022,1778,700,240,1,Urban,Home Improvement,8,25.6,8.01,5859.44,Y
LP00411,Male,Yes,1,Graduate,No,28,832,7776,2004,700,360,1,Semiurban,Medical,16,20.16,8.17,5219.55,Y
LP00412,Male,Yes,0,Graduate,No,21,749,5882,1838,700,240,1,Rural,Medical,8,21.68,4.28,4345.85,Y
LP00413,Male,Yes,3+,Graduate,No,33,752,3957,3009,700,180,0,Semiurban,Debt Consolidation,14,11.38,5.45,5701.03,Y
LP00414,Male,No,0,Graduate,Yes,36,730,5503,2610,700,360,1,Rural,Vehicle,0,31.76,7.04,4675.94,Y
LP00415,Male,Yes,1,Graduate,No,35,729,5696,2547,700,360,1,Rural,Vehicle,10,17.4,6.69,4512.3,Y
LP00416,Female,Yes,2,Not Graduate,No,46,700,10976,2989,700,360,1,Urban,Home Improvement,3,31.18,6.84,4582.14,Y
LP00417,Female,Yes,1,Graduate,Yes,31,708,5558,1427,700,180,1,Rural,Vehicle,11,23.16,5.01,5539.2,Y
LP00418,Male,Yes,2,Graduate,Yes,50,745,14331,1310,700,360,1,Urban,Home Improvement,13,28.21,7.43,4860.99,Y
LP00419,Female,No,3+,Graduate,No,28,762,7497,2797,700,180,1,Semiurban,Debt Consolidation,12,20.34,6.34,6036.35,Y
LP00420,Male,Yes,3+,Graduate,No,40,735,9043,2088,700,360,1,Urban,Vehicle,10,17.76,7.28,4789.49,Y
LP00421,Male,Yes,1,Not Graduate,No,35,747,9575,551,700,120,1,Semiurban,Business,9,21.04,5.55,7614.19,Y
LP00422,Female,No,0,Graduate,No,43,782,8449,665,700,240,1,Rural,Debt Consolidation,12,29.37,7.79,5763.93,Y
LP00423,Female,Yes,1,Graduate,No,38,758,12473,2525,700,240,0,,Vehicle,10,17.83,5.12,4666.22,N
LP00424,Male,Yes,0,Graduate,Yes,37,784,5986,2085,700,180,1,Urban,Education,12,13.23,9.41,7271.61,Y
LP00425,Male,Yes,3+,Graduate,No,31,740,4560,1549,700,60,1,Urban,Vehicle,5,19.07,4.95,13193.83,Y
LP00426,Male,No,2,Graduate,No,,791,5864,3588,700,180,1,Semiurban,Home Purchase,3,32.47,5.5,5719.58,Y
